"coiid","SiteID","nationalmusym","muname"
1404303,"F094AB020MI","6f8c","Morganlake-0ssineke, sandy substratum,-Blue Lake complex, 6 to 12 percent slopes"
1404302,"F094AB018MI","6f8c","Morganlake-0ssineke, sandy substratum,-Blue Lake complex, 6 to 12 percent slopes"
1404302,"F094AB018MI","p2nk","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 6 to 12 percent slopes"
1404303,"F094AB020MI","p2nk","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 6 to 12 percent slopes"
1404304,"F094AB016MI","6f8c","Morganlake-0ssineke, sandy substratum,-Blue Lake complex, 6 to 12 percent slopes"
1537245,"F094AB015MI","836y","Bamfield fine sandy loam, sandy substratum, 12 to 18 percent slopes"
1537245,"F094AA002MI","6f9h","Bamfield fine sandy loam, sandy substratum, 12 to 18 percent slopes"
1537245,"F094AB015MI","6f9h","Bamfield fine sandy loam, sandy substratum, 12 to 18 percent slopes"
1537143,"F094AB017MI","6f9p","Angelica loam"
1537143,"F094AA004MI","6f9p","Angelica loam"
1404413,"F094AA005MI","6f6m","Leelanau loamy sand, 0 to 6 percent slopes"
1404413,"F094AB018MI","6f6m","Leelanau loamy sand, 0 to 6 percent slopes"
1404420,"F094AB018MI","6f6n","Leelanau loamy sand, 6 to 12 percent slopes"
1404420,"F094AA005MI","6f6n","Leelanau loamy sand, 6 to 12 percent slopes"
1404428,"F094AA005MI","6f9q","Leelanau loamy sand, 12 to 18 percent slopes"
1404428,"F094AB018MI","6f9q","Leelanau loamy sand, 12 to 18 percent slopes"
1404432,"F094AB018MI","6f7h","East Lake-Rubicon sands, 0 to 6 percent slopes"
1404433,"F094AA006MI","6f7h","East Lake-Rubicon sands, 0 to 6 percent slopes"
1404433,"F094AB018MI","6f7h","East Lake-Rubicon sands, 0 to 6 percent slopes"
1404432,"F094AA006MI","6f7h","East Lake-Rubicon sands, 0 to 6 percent slopes"
1404442,"F094AA006MI","6f7j","East Lake-Rubicon sands, 6 to 12 percent slopes"
1404442,"F094AB018MI","6f7j","East Lake-Rubicon sands, 6 to 12 percent slopes"
1404441,"F094AA006MI","6f7j","East Lake-Rubicon sands, 6 to 12 percent slopes"
1404441,"F094AB018MI","6f7j","East Lake-Rubicon sands, 6 to 12 percent slopes"
1404446,"F094AB018MI","6f7k","Mancelona-East Lake complex, 0 to 6 percent slopes"
1404447,"F094AA006MI","6f7k","Mancelona-East Lake complex, 0 to 6 percent slopes"
1404447,"F094AB018MI","6f7k","Mancelona-East Lake complex, 0 to 6 percent slopes"
1404446,"F094AA006MI","6f7k","Mancelona-East Lake complex, 0 to 6 percent slopes"
1404453,"F094AB018MI","6f7l","Mancelona-East Lake complex, 6 to 12 percent slopes"
1404452,"F094AA006MI","6f7l","Mancelona-East Lake complex, 6 to 12 percent slopes"
1404452,"F094AB018MI","6f7l","Mancelona-East Lake complex, 6 to 12 percent slopes"
1404453,"F094AA006MI","6f7l","Mancelona-East Lake complex, 6 to 12 percent slopes"
1404458,"F094AB018MI","6f7x","Blue Lake loamy sand, 8 to 50 percent slopes, dissected"
1404458,"F094AA006MI","6f7x","Blue Lake loamy sand, 8 to 50 percent slopes, dissected"
1404462,"F094AA006MI","6f87","Lindquist sand, 8 to 50 percent slopes, dissected"
1404462,"F094AB018MI","6f87","Lindquist sand, 8 to 50 percent slopes, dissected"
1404471,"F096XA006MI","6dfz","Islandlake loamy sand, 6 to 12 percent slopes"
1404471,"F094AA005MI","6dfz","Islandlake loamy sand, 6 to 12 percent slopes"
1404471,"F094AA005MI","6f89","Islandlake loamy sand, 6 to 12 percent slopes"
1404476,"F094AA003MI","6f9j","Ossineke fine sandy loam, sandy substratum, 0 to 6 percent slopes"
1404476,"F094AB016MI","6f9j","Ossineke fine sandy loam, sandy substratum, 0 to 6 percent slopes"
1404482,"F094AA003MI","6f9k","Ossineke fine sandy loam, sandy substratum, 6 to 12 percent slopes"
1404482,"F094AB016MI","6f9k","Ossineke fine sandy loam, sandy substratum, 6 to 12 percent slopes"
1404494,"F094AB018MI","6f9y","Leelanau loamy sand, 8 to 50 percent slopes, dissected"
1404494,"F094AA005MI","6f9y","Leelanau loamy sand, 8 to 50 percent slopes, dissected"
1405503,"F094AA003MI","6f6x","Slade loam, 0 to 3 percent slopes"
1405503,"F094AB016MI","6f6x","Slade loam, 0 to 3 percent slopes"
1405831,"F094AA010MI","6dfy","Au Gres-Roscommon complex, 0 to 3 percent slopes"
1537161,"F094AA007MI","6dfy","Au Gres-Roscommon complex, 0 to 3 percent slopes"
1537161,"F094AB020MI","6dfy","Au Gres-Roscommon complex, 0 to 3 percent slopes"
1405831,"F094AB023MI","6dfy","Au Gres-Roscommon complex, 0 to 3 percent slopes"
1405837,"F094AA005MI","6dfx","Springlake sand, 6 to 12 percent slopes"
1405837,"F096XA006MI","6dfx","Springlake sand, 6 to 12 percent slopes"
1405840,"F094AA005MI","6dg8","Springlake sand, 12 to 18 percent slopes"
1405840,"F096XA006MI","6dg8","Springlake sand, 12 to 18 percent slopes"
1405841,"F094AA005MI","6dg4","Springlake sand, 18 to 35 percent slopes"
1405841,"F096XA006MI","6dg4","Springlake sand, 18 to 35 percent slopes"
1405844,"F094AA006MI","6dgm","Rubicon sand, calcareous substratum, 0 to 6 percent slopes"
1405844,"F096XA007MI","6dgm","Rubicon sand, calcareous substratum, 0 to 6 percent slopes"
1405847,"F096XA008MI","6dg9","Halfaday loamy sand, 0 to 4 percent slopes"
1405847,"F094AB020MI","6dg9","Halfaday loamy sand, 0 to 4 percent slopes"
1405847,"F094AA007MI","6dg9","Halfaday loamy sand, 0 to 4 percent slopes"
1405849,"F094AA006MI","6dfw","Southwells-Mancelona-Dighton complex, 8 to 50 percent slopes, dissected"
1405850,"F094AA006MI","6dfw","Southwells-Mancelona-Dighton complex, 8 to 50 percent slopes, dissected"
1405850,"F096XA007MI","6dfw","Southwells-Mancelona-Dighton complex, 8 to 50 percent slopes, dissected"
1405849,"F096XA007MI","6dfw","Southwells-Mancelona-Dighton complex, 8 to 50 percent slopes, dissected"
1405851,"F094AA002MI","6dfw","Southwells-Mancelona-Dighton complex, 8 to 50 percent slopes, dissected"
1405851,"F096XA003MI","6dfw","Southwells-Mancelona-Dighton complex, 8 to 50 percent slopes, dissected"
1405853,"F094AA002MI","6dgf","Hodenpyl-Montcalm complex, 0 to 6 percent slopes"
1405854,"F094AB018MI","6dgf","Hodenpyl-Montcalm complex, 0 to 6 percent slopes"
1405854,"F094AA006MI","6dgf","Hodenpyl-Montcalm complex, 0 to 6 percent slopes"
1405853,"F094AB015MI","6dgf","Hodenpyl-Montcalm complex, 0 to 6 percent slopes"
1537133,"F094AB020MI","70k6","Allendale sand, 0 to 3 percent slopes"
1537133,"F094AA007MI","6dgn","Allendale sand, 0 to 3 percent slopes"
1405870,"F094AA006MI","6f7r","Mancelona loamy sand, 12 to 18 percent slopes"
1405870,"F094AB018MI","6f7r","Mancelona loamy sand, 12 to 18 percent slopes"
1405887,"F094AA002MI","6fb5","Mossback sandy loam, 0 to 6 percent slopes"
1405887,"F094AB015MI","6fb5","Mossback sandy loam, 0 to 6 percent slopes"
1405891,"F094AB015MI","6fb6","Mossback sandy loam, 6 to 12 percent slopes"
1405891,"F094AA002MI","6fb6","Mossback sandy loam, 6 to 12 percent slopes"
1405900,"F094AA002MI","6fb8","Mossback sandy loam, 18 to 35 percent slopes"
1405900,"F094AB015MI","6fb8","Mossback sandy loam, 18 to 35 percent slopes"
1405905,"F094AB017MI","6f9w","Caffey muck"
1405905,"F094AA004MI","6f9w","Caffey muck"
1563206,"F139XY006OH","2rg6h","Platea silt loam, 0 to 2 percent slopes"
1563206,"F139XY004OH","2rg6h","Platea silt loam, 0 to 2 percent slopes"
2012613,"F139XY006OH","2rg6j","Platea silt loam, 2 to 6 percent slopes"
2012613,"F139XY004OH","2rg6j","Platea silt loam, 2 to 6 percent slopes"
2012614,"F139XY006OH","2rg6k","Platea silt loam, 6 to 12 percent slopes"
2012614,"F139XY004OH","2rg6k","Platea silt loam, 6 to 12 percent slopes"
1697540,"F139XY005OH","2rg7y","Udorthents, loamy, 0 to 15 percent slopes"
1697540,"F139XY006OH","2rg7y","Udorthents, loamy, 0 to 15 percent slopes"
1750133,"F139XY004OH","2rg7v","Lordstown channery silt loam, 40 to 70 percent slopes"
1750133,"F139XY007OH","2rg7v","Lordstown channery silt loam, 40 to 70 percent slopes"
1750139,"F139XY005OH","2rg80","Udorthents, sandy, 0 to 15 percent slopes"
1750139,"F139XY006OH","2rg80","Udorthents, sandy, 0 to 15 percent slopes"
1807334,"F139XY004OH","2rg8x","Mardin silt loam, 3 to 8 percent slopes"
1807334,"F139XY006OH","2rg8x","Mardin silt loam, 3 to 8 percent slopes"
1807339,"F139XY004OH","2rg71","Pompton silt loam, 0 to 3 percent slopes"
1807339,"F139XY006OH","2rg71","Pompton silt loam, 0 to 3 percent slopes"
1808580,"F139XY007OH","2rg87","Rock outcrop-Lordstown complex, 45 to 100 percent slopes"
1808580,"F139XY004OH","2rg87","Rock outcrop-Lordstown complex, 45 to 100 percent slopes"
1808584,"F139XY006OH","2rg6z","Red Hook silt loam, 0 to 3 percent slopes"
1808584,"F139XY004OH","2rg6z","Red Hook silt loam, 0 to 3 percent slopes"
2012609,"F139XY004OH","2rg72","Pompton silt loam, 3 to 8 percent slopes"
2012609,"F139XY006OH","2rg72","Pompton silt loam, 3 to 8 percent slopes"
1845788,"F099XY004MI","2mbzc","Boyer loamy sand, 0 to 2 percent slopes"
1845788,"F099XY006MI","68dm","Boyer loamy sand, 0 to 2 percent slopes"
1846173,"F099XY006MI","2mb9t","Udorthents and Udipsamments, nearly level to hilly"
1846173,"F099XY004MI","2m785","Udorthents and Udipsamments, nearly level to hilly"
1846173,"F099XY004MI","2mjnp","Udorthents and Udipsamments, nearly level to hilly"
1846173,"F099XY006MI","21znl","Udorthents and Udipsamments, nearly level to hilly"
1846262,"F099XY012MI","69ws","Epoufette and Ronald sandy loams, 0 to 2 percent slopes"
1846262,"F099XY011MI","69ws","Epoufette and Ronald sandy loams, 0 to 2 percent slopes"
1846307,"F099XY005MI","69xz","Iosco and Winegars sandy loams, 0 to 2 percent slopes"
1846307,"F099XY003MI","69xz","Iosco and Winegars sandy loams, 0 to 2 percent slopes"
1846308,"F099XY005MI","69xz","Iosco and Winegars sandy loams, 0 to 2 percent slopes"
1846308,"F099XY003MI","69xz","Iosco and Winegars sandy loams, 0 to 2 percent slopes"
1846354,"F099XY004MI","69z9","Mancelona loamy sand, 0 to 3 percent slopes, slightly eroded"
1846354,"F099XY006MI","69z9","Mancelona loamy sand, 0 to 3 percent slopes, slightly eroded"
1846365,"F099XY006MI","69zb","Mancelona loamy sand, 3 to 8 percent slopes, slightly eroded"
1846365,"F099XY004MI","69zb","Mancelona loamy sand, 3 to 8 percent slopes, slightly eroded"
1846436,"F099XY004MI","69z0","McBride sandy loam and Montcalm loamy sand, 3 to 8 percent slopes, slightly eroded"
1846436,"F099XY006MI","69z0","McBride sandy loam and Montcalm loamy sand, 3 to 8 percent slopes, slightly eroded"
1846449,"F099XY004MI","6b02","Melita and Arenac loamy sands, 0 to 2 percent slopes, slightly eroded"
1846449,"F099XY006MI","6b02","Melita and Arenac loamy sands, 0 to 2 percent slopes, slightly eroded"
1846448,"F099XY003MI","6b02","Melita and Arenac loamy sands, 0 to 2 percent slopes, slightly eroded"
1846448,"F099XY005MI","6b02","Melita and Arenac loamy sands, 0 to 2 percent slopes, slightly eroded"
1846465,"F099XY011MI","6fsd","Brady loamy sand, 0 to 2 percent slopes"
1846465,"F099XY012MI","6fsd","Brady loamy sand, 0 to 2 percent slopes"
1846531,"F099XY011MI","6b10","Roscommon loamy sand, 0 to 2 percent slopes"
1846531,"F099XY012MI","6b10","Roscommon loamy sand, 0 to 2 percent slopes"
1846542,"F099XY003MI","6ft5","Fabius-Wasepi sandy loams, 0 to 2 percent slopes"
1846542,"F099XY005MI","6ft5","Fabius-Wasepi sandy loams, 0 to 2 percent slopes"
1846546,"F099XY005MI","6ft6","Fabius-Wasepi sandy loams, 2 to 6 percent slopes"
1846546,"F099XY003MI","6ft6","Fabius-Wasepi sandy loams, 2 to 6 percent slopes"
1846554,"F099XY005MI","6b1c","Saverine and Iosco fine sandy loams, 0 to 2 percent slopes"
1846554,"F099XY003MI","6b1c","Saverine and Iosco fine sandy loams, 0 to 2 percent slopes"
1846558,"F099XY003MI","6b1j","Saverine and Iosco fine sandy loams, 14+ percent slopes, slightly eroded"
1846558,"F099XY005MI","6b1j","Saverine and Iosco fine sandy loams, 14+ percent slopes, slightly eroded"
1846596,"F099XY012MI","6ftd","Granby loamy sand"
1846596,"F099XY011MI","6ftd","Granby loamy sand"
1846699,"F099XY004MI","6fwb","Menominee loamy sand, 2 to 6 percent slopes"
1846699,"F099XY006MI","6fwb","Menominee loamy sand, 2 to 6 percent slopes"
1846737,"F099XY004MI","6fwz","Montcalm loamy sand, 2 to 6 percent slopes"
1846737,"F099XY006MI","6fwz","Montcalm loamy sand, 2 to 6 percent slopes"
1847069,"F099XY005MI","6fyy","Wasepi loamy sand, 0 to 2 percent slopes"
1847069,"F099XY003MI","6fyy","Wasepi loamy sand, 0 to 2 percent slopes"
1867197,"F099XY005MI","6905","Avoca loamy sand, 0 to 3 percent slopes"
1867197,"F099XY003MI","6905","Avoca loamy sand, 0 to 3 percent slopes"
1867704,"F099XY006MI","690b","Boyer loamy sand, 2 to 6 percent slopes"
1867704,"F099XY004MI","690b","Boyer loamy sand, 2 to 6 percent slopes"
1868273,"F139XY006OH","l2rk","Alton gravelly loam, 3 to 8 percent slopes"
1868273,"F139XY005OH","l2rk","Alton gravelly loam, 3 to 8 percent slopes"
1869957,"F099XY012MI","690k","Deford fine sand"
1869957,"F099XY011MI","690k","Deford fine sand"
1870550,"F099XY006MI","690l","Eastport sand, 0 to 6 percent slopes"
1870550,"F099XY004MI","690l","Eastport sand, 0 to 6 percent slopes"
1870618,"F099XY004MI","690m","Eastport sand, 6 to 18 percent slopes"
1870618,"F099XY006MI","690m","Eastport sand, 6 to 18 percent slopes"
1873421,"F099XY006MI","6916","Metea loamy sand, 2 to 6 percent slopes"
1873421,"F099XY004MI","6916","Metea loamy sand, 2 to 6 percent slopes"
1875414,"F099XY003MI","691k","Otisco loamy sand, 0 to 2 percent slopes"
1875414,"F099XY005MI","691k","Otisco loamy sand, 0 to 2 percent slopes"
1879033,"F099XY004MI","691t","Rousseau fine sand, 0 to 6 percent slopes"
1879033,"F099XY006MI","691t","Rousseau fine sand, 0 to 6 percent slopes"
1879037,"F099XY006MI","691v","Rousseau fine sand, 6 to 12 percent slopes"
1879037,"F099XY004MI","691v","Rousseau fine sand, 6 to 12 percent slopes"
1879362,"F099XY004MI","691y","Spinks loamy sand, 0 to 2 percent slopes"
1879362,"F099XY006MI","691y","Spinks loamy sand, 0 to 2 percent slopes"
1879429,"F099XY006MI","691z","Spinks loamy sand, 2 to 6 percent slopes"
1879429,"F099XY004MI","691z","Spinks loamy sand, 2 to 6 percent slopes"
1880066,"F099XY005MI","6925","Wainola-Tobico complex, 0 to 3 percent slopes"
1880066,"F099XY003MI","6925","Wainola-Tobico complex, 0 to 3 percent slopes"
1880042,"F099XY011MI","6925","Wainola-Tobico complex, 0 to 3 percent slopes"
1880042,"F099XY012MI","6925","Wainola-Tobico complex, 0 to 3 percent slopes"
1880118,"F099XY003MI","6923","Wainola loamy fine sand, 0 to 2 percent slopes"
1880118,"F099XY005MI","6923","Wainola loamy fine sand, 0 to 2 percent slopes"
1880209,"F099XY011MI","6924","Wainola-Deford fine sands, 0 to 2 percent slopes"
1880209,"F099XY012MI","6924","Wainola-Deford fine sands, 0 to 2 percent slopes"
1880191,"F099XY003MI","6924","Wainola-Deford fine sands, 0 to 2 percent slopes"
1880191,"F099XY005MI","6924","Wainola-Deford fine sands, 0 to 2 percent slopes"
1880566,"F099XY006MI","6927","Wasepi-Boyer complex, loamy substratum, 0 to 6 percent slopes"
1880566,"F099XY004MI","6927","Wasepi-Boyer complex, loamy substratum, 0 to 6 percent slopes"
1898103,"F096XB020MI","2ptc2","Plainfield sand, dunes, 18 to 60 percent slopes"
1898103,"F097XA010MI","2ptc2","Plainfield sand, dunes, 18 to 60 percent slopes"
1898123,"F097XA010MI","2ptcc","Plainfield sand, high ecological site, 30 to 50 percent slopes"
1898123,"F096XB019MI","2ptcc","Plainfield sand, high ecological site, 30 to 50 percent slopes"
1898126,"R096XY001MI","2ptcf","Dune land"
1898126,"R097XA001MI","2ptcf","Dune land"
1980239,"F099XY006MI","2tfr7","Rubicon sand, 0 to 6 percent slopes"
1980239,"F094AA006MI","2tfr7","Rubicon sand, 0 to 6 percent slopes"
1980239,"F094CY031MI","2tfr7","Rubicon sand, 0 to 6 percent slopes"
1980239,"F094AB018MI","2tfr7","Rubicon sand, 0 to 6 percent slopes"
2012454,"F139XY005OH","2rg7k","Valois silt loam, 3 to 8 percent slopes"
2012454,"F139XY006OH","2rg7k","Valois silt loam, 3 to 8 percent slopes"
2074533,"F139XY005OH","2rg7l","Valois silt loam, 8 to 15 percent slopes"
2074533,"F139XY006OH","2rg7l","Valois silt loam, 8 to 15 percent slopes"
2074534,"F139XY006OH","2rg7m","Valois silt loam, 15 to 25 percent slopes"
2074534,"F139XY004OH","2rg7m","Valois silt loam, 15 to 25 percent slopes"
2074535,"F139XY006OH","2rg7n","Valois silt loam, 25 to 40 percent slopes"
2074535,"F139XY004OH","2rg7n","Valois silt loam, 25 to 40 percent slopes"
2012504,"F139XY004OH","2rg99","Pompton silt loam, 8 to 15 percent slopes"
2012504,"F139XY006OH","2rg99","Pompton silt loam, 8 to 15 percent slopes"
2074539,"F139XY005OH","2rhrx","Tyner sandy loam, 3 to 8 percent slopes"
2074539,"F139XY006OH","2rhrx","Tyner sandy loam, 3 to 8 percent slopes"
2074536,"F139XY006OH","2rg8w","Mardin silt loam, 8 to 15 percent slopes"
2074536,"F139XY004OH","2rg8w","Mardin silt loam, 8 to 15 percent slopes"
2074537,"F139XY006OH","2rg8v","Mardin silt loam, 15 to 25 percent slopes"
2074537,"F139XY004OH","2rg8v","Mardin silt loam, 15 to 25 percent slopes"
2074538,"F139XY004OH","2rhrl","Mardin silt loam, 25 to 40 percent slopes"
2074538,"F139XY006OH","2rhrl","Mardin silt loam, 25 to 40 percent slopes"
2012570,"F139XY005OH","2rg7c","Harborcreek-Tyner complex, 0 to 8 percent slopes"
2012570,"F139XY006OH","2rg7c","Harborcreek-Tyner complex, 0 to 8 percent slopes"
2012571,"F139XY006OH","2rg7c","Harborcreek-Tyner complex, 0 to 8 percent slopes"
2012571,"F139XY005OH","2rg7c","Harborcreek-Tyner complex, 0 to 8 percent slopes"
2012620,"F139XY005OH","2rg8n","Harborcreek-Tyner complex, 8 to 15 percent slopes"
2012623,"F139XY006OH","2rg8n","Harborcreek-Tyner complex, 8 to 15 percent slopes"
2012623,"F139XY005OH","2rg8n","Harborcreek-Tyner complex, 8 to 15 percent slopes"
2012620,"F139XY006OH","2rg8n","Harborcreek-Tyner complex, 8 to 15 percent slopes"
2012625,"F139XY006OH","2rg7d","Tyner and Harborcreek soils, 25 to 60 percent slopes"
2012625,"F139XY004OH","2rg7d","Tyner and Harborcreek soils, 25 to 60 percent slopes"
2012622,"F139XY004OH","2rg7d","Tyner and Harborcreek soils, 25 to 60 percent slopes"
2012622,"F139XY006OH","2rg7d","Tyner and Harborcreek soils, 25 to 60 percent slopes"
2192527,"R097XB047IL","2ssrw","Ashkum silty clay loam, 0 to 2 percent slopes"
2192527,"F098XB034IN","2ssrw","Ashkum silty clay loam, 0 to 2 percent slopes"
2093933,"F096XB019MI","2rfgm","Plainfield sand, high ecological site, 18 to 30 percent slopes"
2093933,"F097XA010MI","2rfgm","Plainfield sand, high ecological site, 18 to 30 percent slopes"
1976358,"F096XB020MI","2rfgn","Plainfield-Spinks sands, 6 to 18 percent slopes"
1976358,"F098XA013MI","2rfgn","Plainfield-Spinks sands, 6 to 18 percent slopes"
1976359,"F096XB020MI","2rfgn","Plainfield-Spinks sands, 6 to 18 percent slopes"
1976359,"F098XA013MI","2rfgn","Plainfield-Spinks sands, 6 to 18 percent slopes"
2093941,"F097XA010MI","2rfgq","Plainfield sand, 18 to 30 percent slopes"
2093941,"F096XB020MI","2rfgq","Plainfield sand, 18 to 30 percent slopes"
2140927,"F098XA021MI","2rfgr","Plainfield-Spinks sands, 18 to 35 percent slopes"
2140927,"F096XB020MI","2rfgr","Plainfield-Spinks sands, 18 to 35 percent slopes"
2140928,"F096XB020MI","2rfgr","Plainfield-Spinks sands, 18 to 35 percent slopes"
2140928,"F098XA021MI","2rfgr","Plainfield-Spinks sands, 18 to 35 percent slopes"
2093944,"F096XB020MI","2rfgs","Plainfield sand, 30 to 60 percent slopes"
2093944,"F097XA010MI","2rfgs","Plainfield sand, 30 to 60 percent slopes"
1976382,"F098XA018MI","2rfgt","Morocco-Brems sands, 0 to 3 percent slopes"
1976382,"F096XB021MI","2rfgt","Morocco-Brems sands, 0 to 3 percent slopes"
2140934,"F098XA017MI","2rfgt","Morocco-Brems sands, 0 to 3 percent slopes"
2140934,"F096XB021MI","2rfgt","Morocco-Brems sands, 0 to 3 percent slopes"
1976387,"F097XA006MI","2rfgv","Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
1976388,"F096XB021MI","2rfgv","Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
1976387,"F096XB021MI","2rfgv","Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
1976388,"F097XA006MI","2rfgv","Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
1976389,"F096XB021MI","2rfgv","Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
1976389,"F097XA006MI","2rfgv","Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
2144329,"F097XA006MI","2rfgw","Covert-Pipestone sands, 0 to 6 percent slopes"
2144329,"F096XB021MI","2rfgw","Covert-Pipestone sands, 0 to 6 percent slopes"
2144330,"F097XA006MI","2rfgw","Covert-Pipestone sands, 0 to 6 percent slopes"
2144330,"F096XB021MI","2rfgw","Covert-Pipestone sands, 0 to 6 percent slopes"
2093966,"F096XA014MI","2rfgx","Edwards muck, 0 to 1 percent slopes"
2093966,"F096XB027MI","2rfgx","Edwards muck, 0 to 1 percent slopes"
2093966,"F098XA006MI","2rfgx","Edwards muck, 0 to 1 percent slopes"
2093966,"F099XY014MI","2rfgx","Edwards muck, 0 to 1 percent slopes"
2093966,"F094AA013MI","2rfgx","Edwards muck, 0 to 1 percent slopes"
2093966,"F094AB026MI","2rfgx","Edwards muck, 0 to 1 percent slopes"
2093966,"F097XA030MI","2rfgx","Edwards muck, 0 to 1 percent slopes"
1976340,"F096XB020MI","2rfgl","Plainfield-Spinks sands, 0 to 6 percent slopes"
1976340,"F098XA013MI","2rfgl","Plainfield-Spinks sands, 0 to 6 percent slopes"
2097728,"F096XB020MI","2rfgl","Plainfield-Spinks sands, 0 to 6 percent slopes"
2097728,"F098XA013MI","2rfgl","Plainfield-Spinks sands, 0 to 6 percent slopes"
2102927,"F139XY006OH","2rg7t","Towerville and Valois soils, 40 to 70 percent slopes"
2102927,"F139XY004OH","2rg7t","Towerville and Valois soils, 40 to 70 percent slopes"
2102933,"F139XY004OH","2rg7t","Towerville and Valois soils, 40 to 70 percent slopes"
2102933,"F139XY006OH","2rg7t","Towerville and Valois soils, 40 to 70 percent slopes"
2102968,"F139XY005OH","2rg83","Urban land-Tyner-Harborcreek complex, 0 to 8 percent slopes"
2102968,"F139XY006OH","2rg83","Urban land-Tyner-Harborcreek complex, 0 to 8 percent slopes"
2102969,"F139XY006OH","2rg83","Urban land-Tyner-Harborcreek complex, 0 to 8 percent slopes"
2102969,"F139XY005OH","2rg83","Urban land-Tyner-Harborcreek complex, 0 to 8 percent slopes"
2102973,"F139XY006OH","2rg86","Urban land-Red Hook complex, 0 to 3 percent slopes"
2102973,"F139XY004OH","2rg86","Urban land-Red Hook complex, 0 to 3 percent slopes"
2102984,"F139XY006OH","2rg85","Urban land-Pompton complex, 0 to 8 percent slopes"
2102984,"F139XY004OH","2rg85","Urban land-Pompton complex, 0 to 8 percent slopes"
2102986,"F139XY005OH","2rhry","Urban land-Udorthents complex, 0 to 8 percent slopes"
2102986,"F139XY006OH","2rhry","Urban land-Udorthents complex, 0 to 8 percent slopes"
2103002,"F139XY006OH","2rhs0","Bethesda channery silt loam, 8 to 25 percent slopes"
2103002,"F139XY004OH","2rhs0","Bethesda channery silt loam, 8 to 25 percent slopes"
2103004,"F139XY005OH","2rhs1","Bethesda channery silt loam, 0 to 8 percent slopes"
2103004,"F139XY006OH","2rhs1","Bethesda channery silt loam, 0 to 8 percent slopes"
2103006,"F139XY004OH","2rhs2","Bethesda and Fairpoint channery silt loams, 25 to 70 percent slopes"
2103006,"F139XY006OH","2rhs2","Bethesda and Fairpoint channery silt loams, 25 to 70 percent slopes"
2088075,"F099XY003MI","2qz3n","Iosco sandy loam and Covert loamy sand, 0 to 2 percent slopes"
2088074,"F099XY003MI","2qz3n","Iosco sandy loam and Covert loamy sand, 0 to 2 percent slopes"
2088074,"F099XY005MI","2qz3n","Iosco sandy loam and Covert loamy sand, 0 to 2 percent slopes"
2088075,"F099XY005MI","2qz3n","Iosco sandy loam and Covert loamy sand, 0 to 2 percent slopes"
2088123,"F099XY005MI","2qz49","Pipestone loamy sand, loamy substratum, 0 to 2 percent slopes"
2088123,"F099XY003MI","2qz49","Pipestone loamy sand, loamy substratum, 0 to 2 percent slopes"
2105729,"F094AB020MI","2qz4d","Covert sand, 0 to 3 percent slopes"
2105729,"F099XY005MI","2qz4d","Covert sand, 0 to 3 percent slopes"
2105740,"F094AB020MI","2qz4h","Pipestone sand, loamy substratum, 0 to 2 percent slopes"
2105740,"F099XY005MI","2qz4h","Pipestone sand, loamy substratum, 0 to 2 percent slopes"
2105747,"F099XY005MI","2qz4j","Pipestone sand, loamy substratum, 2 to 6 percent slopes"
2105747,"F094AB020MI","2qz4j","Pipestone sand, loamy substratum, 2 to 6 percent slopes"
2105754,"F099XY005MI","2qz4k","Pipestone association"
2105754,"F094AB020MI","2qz4k","Pipestone association"
2105766,"F099XY006MI","2qz4n","Eastport-Grattan sands, 0 to 6 percent slopes"
2105767,"F099XY006MI","2qz4n","Eastport-Grattan sands, 0 to 6 percent slopes"
2105767,"F094AB018MI","2qz4n","Eastport-Grattan sands, 0 to 6 percent slopes"
2105766,"F094AB018MI","2qz4n","Eastport-Grattan sands, 0 to 6 percent slopes"
2105769,"F099XY006MI","2qz4p","Eastport-Grattan sands, 6 to 12 percent slopes"
2105768,"F099XY006MI","2qz4p","Eastport-Grattan sands, 6 to 12 percent slopes"
2105768,"F094AB018MI","2qz4p","Eastport-Grattan sands, 6 to 12 percent slopes"
2105769,"F094AB018MI","2qz4p","Eastport-Grattan sands, 6 to 12 percent slopes"
2105774,"F099XY006MI","2qz4r","Eastport-Grattan sands, 12 to 18 percent slopes"
2105775,"F094AB018MI","2qz4r","Eastport-Grattan sands, 12 to 18 percent slopes"
2105774,"F094AB018MI","2qz4r","Eastport-Grattan sands, 12 to 18 percent slopes"
2105775,"F099XY006MI","2qz4r","Eastport-Grattan sands, 12 to 18 percent slopes"
2105781,"F099XY006MI","2qz4v","Eastport-Grattan association, rolling"
2105781,"F094AB018MI","2qz4v","Eastport-Grattan association, rolling"
2105780,"F094AB018MI","2qz4v","Eastport-Grattan association, rolling"
2105780,"F099XY006MI","2qz4v","Eastport-Grattan association, rolling"
2105795,"F099XY006MI","2qz4z","Grattan sand, 0 to 6 percent slopes"
